100,990,,,
1,17,74,13,14
1,37,61,5,10
1,61,12,26,63
2,15,81,1,13
2,16,46,20,1
2,26,67,5,10
2,38,57,1,14
2,42,79,5,7
2,45,74,12,9
2,49,55,17,12
2,54,66,9,15
2,67,62,8,11
2,76,114,6,9
2,89,40,19,18
2,95,61,10,12
2,99,92,1,4
2,100,86,11,10
3,2,90,3,7
3,4,40,11,7
3,13,74,1,7
3,21,66,13,9
3,29,35,19,22
3,33,21,34,29
3,39,50,9,19
3,41,37,5,14
3,46,61,7,2
3,50,28,17,22
3,59,37,12,5
3,68,61,14,16
3,73,55,16,12
3,92,65,5,13
3,96,39,26,13
3,100,15,61,35
4,14,46,15,19
4,15,17,42,46
4,19,57,11,11
4,22,67,11,15
4,44,72,8,6
4,61,49,4,13
4,80,44,4,10
4,92,42,7,3
5,17,62,5,16
5,21,47,3,11
5,25,36,3,18
5,33,65,1,2
5,57,78,1,4
5,64,6,131,10
5,90,42,9,17
6,2,22,3,23
6,8,68,12,8
6,15,59,17,15
6,18,69,5,11
6,24,27,27,22
6,33,71,5,7
6,38,39,22,12
6,51,4,213,3
7,26,52,16,10
7,36,83,3,11
7,37,86,7,10
7,43,47,19,5
7,46,57,4,1
7,49,31,4,28
7,76,55,17,9
7,81,18,31,39
7,86,48,21,14
7,96,96,1,9
8,3,22,42,40
8,11,93,6,2
8,12,34,4,22
8,36,2,44,148
8,42,27,21,15
8,45,31,14,11
8,51,71,6,6
8,55,40,12,21
8,58,74,5,5
8,59,57,4,12
8,71,30,27,5
8,93,38,3,11
9,10,62,17,8
9,30,70,4,4
9,39,35,12,28
9,43,39,13,7
9,65,86,6,5
9,68,61,1,4
9,75,64,15,4
9,94,28,25,30
9,96,22,18,34
10,2,116,2,7
10,13,75,13,2
10,19,83,10,10
10,20,100,5,1
10,33,64,12,13
10,36,67,3,12
10,56,75,10,11
10,61,75,5,10
10,62,85,4,2
10,82,80,11,12
10,85,97,10,4
10,91,69,13,1
11,1,42,15,12
11,10,61,11,15
11,14,28,16,1
11,15,28,24,12
11,36,94,7,9
11,39,113,4,4
11,41,93,6,7
11,47,25,37,19
11,58,89,7,1
11,60,77,11,10
11,62,83,6,9
11,64,27,31,35
11,71,107,8,8
11,76,59,11,9
11,79,54,3,5
11,84,71,14,11
11,86,58,10,14
12,10,68,11,5
12,27,50,13,16
12,36,35,14,25
12,38,54,19,3
12,39,45,21,9
12,49,53,5,14
12,87,65,9,12
12,96,43,20,7
13,10,75,12,12
13,17,80,3,11
13,18,29,2,20
13,24,24,8,37
13,27,74,8,12
13,28,92,8,10
13,29,54,3,15
13,41,75,12,2
13,47,28,25,8
13,62,59,16,8
13,74,98,1,6
14,55,42,11,23
14,62,61,6,4
14,79,46,5,4
14,82,60,9,15
14,85,80,6,7
14,92,10,37,98
15,25,39,8,20
15,39,87,3,2
15,44,58,8,13
15,60,50,19,20
15,66,43,21,12
15,81,36,22,16
15,88,24,10,33
15,95,22,30,20
16,22,24,31,35
16,28,80,11,4
16,33,74,12,7
16,51,25,37,33
16,60,64,2,9
16,62,45,5,13
16,81,40,2,10
17,2,80,7,6
17,5,62,11,16
17,15,64,1,12
17,38,84,4,1
17,42,25,29,17
17,49,84,10,3
17,60,16,31,34
17,64,67,5,2
17,81,96,5,2
17,97,84,1,3
18,30,31,31,18
18,50,57,14,10
18,61,47,5,11
18,67,87,9,3
18,78,35,7,4
19,1,13,25,15
19,6,17,39,17
19,10,83,5,4
19,11,55,15,16
19,12,34,5,10
19,16,9,9,69
19,39,76,1,5
19,48,45,13,7
19,87,84,10,6
19,97,48,18,3
20,3,67,13,11
20,16,50,17,14
20,25,83,10,4
20,29,34,5,23
20,30,85,6,12
20,38,65,8,7
20,45,44,21,2
20,52,51,1,6
20,63,58,13,9
20,64,81,1,9
20,95,60,1,17
21,4,56,13,2
21,6,16,5,4
21,16,11,21,17
21,24,13,14,35
21,31,59,12,9
21,33,68,6,6
21,40,35,18,27
21,44,19,45,6
21,50,38,19,1
21,51,16,14,12
21,62,35,10,14
21,65,24,39,8
21,70,59,14,14
21,83,68,2,11
22,3,71,5,3
22,6,2,68,225
22,7,58,10,5
22,41,52,7,6
22,62,30,19,11
22,64,64,2,8
22,68,22,35,42
22,72,77,4,1
22,77,77,6,3
22,82,32,23,5
22,91,65,6,12
22,94,59,6,15
22,98,20,14,29
23,5,52,10,5
23,37,43,21,14
23,47,55,6,18
23,54,3,324,109
23,56,13,59,34
23,89,47,16,18
23,92,57,4,2
23,97,72,12,7
23,98,53,5,5
24,16,14,69,13
24,26,31,24,17
24,27,59,6,3
24,55,24,10,16
24,58,45,18,16
24,66,62,2,10
24,79,30,4,25
24,80,73,9,11
25,9,44,23,16
25,21,71,9,13
25,52,54,3,18
25,61,65,2,8
25,72,7,54,16
25,86,80,12,11
26,2,67,7,5
26,39,50,9,11
26,69,21,35,31
26,73,40,18,5
26,75,34,25,8
26,93,24,14,12
26,94,36,20,12
26,100,29,9,29
27,4,30,14,23
27,10,27,1,20
27,39,67,15,10
27,61,66,1,14
27,70,75,10,3
27,94,56,13,2
27,100,32,28,15
28,2,72,4,10
28,12,42,12,16
28,16,80,7,8
28,31,18,55,52
28,37,38,15,10
28,44,86,6,6
28,77,11,5,45
28,81,113,6,4
28,89,68,2,1
28,96,13,44,41
28,97,103,7,3
28,100,35,16,16
29,1,47,14,6
29,5,48,10,3
29,15,47,4,11
29,16,43,22,22
29,20,34,21,7
29,26,14,67,10
29,35,54,6,19
29,52,31,13,10
29,61,35,12,16
29,62,19,23,52
29,63,31,29,2
29,68,26,20,39
29,90,55,3,9
29,100,33,7,20
30,7,26,35,31
30,9,70,7,14
30,23,58,13,11
30,44,71,10,8
30,50,40,1,3
30,57,82,10,13
30,72,38,7,26
30,87,37,21,5
30,90,51,1,15
30,91,39,23,21
30,100,64,14,2
31,11,106,1,9
31,26,47,9,16
31,32,89,8,7
31,39,20,20,25
31,40,26,7,20
31,42,54,1,13
31,57,32,6,14
31,64,88,3,2
31,69,34,3,29
31,80,78,4,4
31,85,6,25,163
31,87,91,7,2
31,89,57,11,11
32,11,60,13,9
32,13,71,14,2
32,25,11,43,12
32,27,19,7,22
32,72,18,9,56
32,85,89,5,9
32,92,64,2,14
32,96,74,10,7
33,9,8,59,17
33,12,37,17,19
33,15,66,11,9
33,31,41,22,7
33,42,27,21,4
33,50,36,24,15
33,55,41,10,9
33,61,66,6,12
33,75,61,7,14
33,84,27,3,24
33,87,56,17,4
33,89,64,5,1
33,93,38,8,17
34,2,102,2,7
34,7,33,22,15
34,17,70,3,5
34,42,46,20,16
34,100,67,4,10
35,21,44,23,12
35,31,88,2,1
35,34,27,15,29
35,43,40,25,13
35,62,67,11,8
35,69,54,8,11
35,81,26,39,35
35,91,23,30,29
35,98,38,2,17
36,4,60,10,7
36,6,68,12,2
36,10,67,15,1
36,29,30,29,19
36,31,37,17,22
36,37,51,18,16
36,40,49,6,6
36,45,29,16,1
36,46,57,14,17
36,62,40,21,11
36,86,77,5,12
36,99,74,7,5
37,2,35,24,29
37,27,81,11,7
37,46,31,3,12
37,73,12,39,75
37,100,58,8,7
38,6,39,25,26
38,11,37,22,16
38,15,40,4,12
38,28,95,5,9
38,32,78,4,5
38,40,61,15,13
38,42,66,10,4
38,73,72,3,12
38,82,61,5,11
38,84,61,13,5
38,86,23,8,42
38,90,3,251,109
38,93,69,1,12
39,12,45,16,18
39,18,111,8,6
39,26,50,3,9
39,31,20,25,19
39,49,97,7,4
39,57,16,47,11
39,64,92,2,6
39,74,5,98,32
39,77,8,123,64
39,89,70,8,6
39,96,13,40,73
40,7,74,10,6
40,19,37,19,17
40,32,86,7,6
40,37,12,57,8
40,52,47,15,1
40,54,35,23,3
40,59,96,4,6
40,61,38,3,19
40,82,14,3,56
41,9,30,11,14
41,10,78,11,5
41,27,53,8,11
41,37,32,2,1
41,48,36,23,9
41,82,20,44,12
41,99,76,12,13
42,13,61,8,14
42,14,60,1,10
42,15,39,14,20
42,31,54,15,18
42,35,49,10,18
42,38,66,12,11
42,50,14,72,22
42,51,64,10,10
42,52,33,13,11
42,60,10,2,41
42,66,29,22,35
42,68,51,4,18
42,77,58,16,8
42,82,38,23,15
42,83,21,16,24
42,84,17,21,51
42,91,71,13,9
42,94,39,11,3
42,100,23,17,36
43,8,34,4,2
43,29,22,16,21
43,77,64,3,9
43,78,25,32,29
43,79,5,91,194
44,3,85,12,2
44,7,53,9,3
44,18,59,17,12
44,24,31,14,26
44,25,88,6,6
44,40,46,8,9
44,53,54,12,8
44,98,20,45,34
45,10,96,10,11
45,15,89,7,3
45,23,36,26,28
45,37,39,5,12
45,64,94,2,4
45,75,85,10,12
45,90,96,8,6
45,99,97,1,4
46,12,23,32,28
46,25,71,10,10
46,44,29,22,28
46,50,36,14,18
46,74,64,9,15
46,75,53,17,17
46,82,23,43,12
46,96,62,4,13
47,20,73,13,13
47,24,30,32,6
47,28,86,6,10
47,32,43,22,21
47,43,33,6,26
47,58,74,2,13
47,81,32,31,4
47,93,38,5,3
48,3,69,11,2
48,38,69,12,12
48,40,11,87,23
48,55,56,6,9
48,61,48,9,21
48,67,36,1,22
48,92,64,3,12
49,2,55,14,14
49,13,8,83,64
49,20,64,8,9
49,28,94,7,11
49,40,59,2,3
49,50,53,16,19
49,64,46,3,20
49,73,71,14,8
49,79,53,14,11
49,100,85,11,10
50,6,47,17,9
50,10,51,6,12
50,13,48,18,16
50,14,47,16,1
50,17,33,20,26
50,56,30,5,6
50,80,47,19,7
51,10,96,1,3
51,13,39,19,13
51,18,68,3,11
51,20,32,1,21
51,28,71,6,14
51,29,43,19,18
51,35,59,4,11
51,45,73,14,8
51,47,57,2,16
51,61,23,37,25
51,98,21,4,26
52,2,79,9,4
52,3,29,12,23
52,9,15,36,39
52,26,34,22,7
52,53,43,15,10
52,65,75,12,3
52,74,21,33,18
52,91,101,7,2
52,94,12,11,60
53,22,33,19,4
53,23,38,23,20
53,34,90,3,9
53,35,77,13,5
53,40,8,54,100
53,80,82,12,11
53,95,60,10,4
54,19,51,11,4
54,30,60,15,12
54,41,14,16,9
54,63,38,26,3
54,71,29,26,20
54,76,64,9,13
55,3,31,8,9
55,22,45,13,2
55,48,56,6,2
55,53,49,16,14
55,54,27,24,36
55,73,47,12,11
55,96,55,12,4
55,97,45,11,3
56,20,34,25,16
56,21,51,12,15
56,22,49,6,3
56,23,13,73,55
56,36,20,27,35
56,51,54,6,9
56,64,68,6,2
56,76,74,4,1
56,81,91,5,3
56,93,46,21,21
57,34,86,7,3
57,35,87,10,5
57,44,91,7,9
57,69,44,12,6
57,72,54,14,18
57,75,74,8,1
57,85,36,2,13
58,3,84,5,3
58,5,79,2,9
58,17,74,12,13
58,19,34,22,10
58,38,56,11,14
58,43,67,2,4
58,52,72,1,13
58,53,31,7,19
58,64,84,6,5
58,84,57,3,17
58,87,108,9,7
59,4,44,22,6
59,6,104,1,1
59,8,57,2,17
59,13,92,10,10
59,14,90,10,1
59,84,61,6,9
59,87,15,43,49
59,91,91,10,1
59,92,84,11,2
59,100,49,7,17
60,4,41,6,4
60,8,18,54,39
60,16,64,8,2
60,34,55,13,9
60,41,30,5,21
60,68,53,2,13
60,70,82,6,6
61,6,23,33,12
61,7,38,22,23
61,10,75,12,2
61,12,30,3,14
61,15,37,7,5
61,24,7,139,80
61,55,31,14,1
61,71,65,8,12
61,73,49,16,3
61,83,62,15,5
61,94,62,11,5
61,95,17,19,40
62,3,52,12,11
62,8,40,4,9
62,15,61,4,5
62,19,38,24,2
62,34,79,4,12
62,51,34,4,17
62,55,38,15,6
62,71,29,8,26
62,80,73,8,2
63,2,69,11,4
63,5,17,10,43
63,39,71,14,2
63,44,51,11,1
63,62,45,21,20
63,80,54,4,5
63,96,65,9,8
63,97,35,9,12
64,16,45,10,12
64,28,90,3,9
64,36,71,10,1
64,39,92,5,9
64,57,83,10,1
64,63,23,14,36
64,72,42,20,2
64,79,30,18,22
65,3,82,11,8
65,24,36,26,13
65,25,91,3,3
65,32,98,4,5
65,45,74,7,3
65,57,79,10,8
65,61,31,26,10
65,91,73,11,6
66,9,45,18,10
66,12,56,9,1
66,18,66,12,4
66,19,77,1,9
66,21,75,5,8
66,24,62,9,16
66,49,81,1,8
66,55,39,15,3
66,65,96,11,10
66,71,76,6,10
66,79,33,17,6
66,84,46,18,9
66,95,61,13,13
67,14,72,5,7
67,45,26,10,38
67,46,40,11,25
67,47,64,6,4
67,54,11,46,37
67,64,69,8,6
67,71,19,35,30
67,75,60,12,14
67,94,11,72,25
67,99,72,1,6
68,6,23,20,10
68,8,50,15,19
68,11,83,12,10
68,32,84,10,3
68,33,53,12,9
68,39,47,3,10
68,42,51,14,4
68,45,47,10,15
68,58,24,15,12
68,69,19,9,32
68,92,50,10,9
69,3,43,20,7
69,13,50,12,20
69,35,54,14,15
69,36,38,15,10
69,43,28,17,21
69,46,20,27,2
69,47,49,3,11
69,60,35,24,18
69,61,29,4,28
69,88,60,3,16
70,5,34,23,8
70,11,4,197,203
70,13,35,14,24
70,15,32,31,16
70,18,7,29,58
70,20,97,1,7
70,24,52,16,19
70,25,67,12,1
70,36,99,6,1
70,39,118,6,7
70,50,64,9,15
70,52,102,1,10
70,60,82,4,8
70,73,98,4,5
70,83,68,6,7
70,92,38,25,4
70,93,65,13,5
71,2,64,4,6
71,11,107,4,4
71,24,62,8,6
71,27,67,8,5
71,46,50,20,6
71,52,23,30,44
71,62,29,27,3
71,63,65,5,6
71,68,37,13,3
71,81,108,5,2
71,82,28,16,15
71,95,77,13,12
71,99,91,8,6
72,16,70,9,2
72,21,69,13,9
72,66,9,58,1
72,86,79,6,5
72,100,33,1,25
73,4,74,10,14
73,10,92,4,8
73,18,92,3,4
73,22,39,5,15
73,23,32,9,14
73,70,98,1,7
73,71,20,1,36
73,96,37,23,23
74,2,79,9,6
74,7,103,9,4
74,8,28,26,27
74,10,93,10,8
74,24,74,10,8
74,29,45,5,21
74,37,45,3,6
74,46,64,4,11
74,49,101,10,7
74,55,63,15,7
74,81,118,7,2
74,93,66,13,7
74,99,97,8,5
75,6,61,11,16
75,16,42,6,13
75,45,85,3,9
75,51,62,16,16
75,52,66,5,15
75,53,71,9,11
75,71,79,3,3
75,74,85,11,6
76,1,77,13,13
76,4,25,12,15
76,6,93,9,11
76,12,67,6,13
76,23,61,14,3
76,30,29,32,6
76,56,74,8,5
76,61,74,4,12
76,74,93,1,4
76,77,98,8,3
76,89,76,12,10
77,16,91,1,1
77,25,80,12,11
77,34,104,7,6
77,60,50,15,7
77,63,78,8,13
77,66,81,8,12
77,71,18,3,4
77,76,98,2,9
77,79,69,1,8
78,11,37,19,2
78,17,57,3,4
78,27,49,6,19
78,28,74,8,12
78,32,49,10,18
78,34,37,20,21
78,35,20,16,21
78,40,51,19,8
78,42,36,17,16
78,58,60,3,8
78,68,48,15,10
78,94,63,1,14
79,8,39,3,3
79,11,54,7,3
79,14,46,12,22
79,27,29,8,21
79,32,35,4,21
79,36,41,23,8
79,40,51,14,20
79,44,61,5,16
79,69,30,4,34
79,71,58,15,14
79,72,26,18,11
79,80,42,4,9
79,81,60,15,6
79,90,51,10,7
79,94,48,7,11
80,11,85,12,9
80,12,60,16,8
80,28,67,14,3
80,29,56,4,4
80,34,53,6,1
80,40,83,10,2
80,41,58,10,8
80,44,104,9,3
80,47,64,10,7
80,50,47,20,18
80,78,63,12,11
81,10,74,5,6
81,17,96,3,3
81,29,74,6,11
81,39,115,2,7
81,42,74,5,3
81,43,64,2,11
81,45,117,9,4
81,47,32,5,20
81,52,102,4,8
81,61,46,22,9
81,62,82,3,8
81,74,118,1,6
81,75,42,4,6
81,85,101,1,1
81,86,50,8,11
81,92,30,25,33
81,94,102,2,6
82,20,20,35,26
82,22,32,22,16
82,94,27,34,23
83,4,23,18,21
83,18,63,16,2
83,32,15,17,53
83,33,42,1,21
83,40,73,13,8
83,44,86,2,4
83,46,68,10,3
83,53,74,2,7
83,71,70,11,2
83,82,59,13,10
83,90,73,10,13
83,99,39,21,7
84,4,43,13,4
84,8,24,25,3
84,10,60,15,15
84,13,57,16,12
84,16,48,15,12
84,17,23,16,8
84,20,41,16,15
84,47,46,8,1
84,79,21,19,43
84,86,52,18,2
84,88,63,8,15
84,90,58,3,9
84,92,47,4,20
85,14,80,9,4
85,31,6,78,32
85,36,40,10,11
85,78,64,8,1
